,song_link,id,release_year,duration_ms.x,explicit,name,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
2260,https://open.spotify.com/track/0xUvi7wldroBzaZCengPa5,0xUvi7wldroBzaZCengPa5,2020,182857,TRUE,24 (feat. Lil Baby),73.0,0.868,0.638,2.0,-7.746,1.0,0.0736,0.146,0.0565,0.0931,0.459,126.03,4.0
2261,https://open.spotify.com/track/0xuXRQJfxmdP6gvfDe2Z4L,0xuXRQJfxmdP6gvfDe2Z4L,1981,222760,FALSE,Just Can't Get Enough - 2006 Remaster,61.0,0.765,0.766,0.0,-9.374,1.0,0.0348,0.41,0.0527,0.177,0.923,128.177,4.0
2262,https://open.spotify.com/track/0XW5zHrE343KXQ0cwIN2VZ,0XW5zHrE343KXQ0cwIN2VZ,2018,114306,FALSE,Jingle Bells (with Orchestra),58.0,0.487,0.706,2.0,-4.446,1.0,0.0765,0.337,0.0,0.128,0.634,92.291,3.0
2264,https://open.spotify.com/track/0xXhgLXfEHnWJHVgRvFvdn,0xXhgLXfEHnWJHVgRvFvdn,2011,163333,FALSE,Creo en Ti,71.0,0.422,0.267,3.0,-9.533,1.0,0.0281,0.86,0.0,0.142,0.432,171.725,4.0
2265,https://open.spotify.com/track/0xxm1WskKZSCvbkGjkSMr2,0xxm1WskKZSCvbkGjkSMr2,2016,232946,FALSE,Open Your Eyes,59.0,0.67,0.756,0.0,-4.299,0.0,0.0322,0.00549,0.599,0.152,0.402,129.988,4.0
2266,https://open.spotify.com/track/0xxrpBXo8xU9kNWkeoVbe2,0xxrpBXo8xU9kNWkeoVbe2,2018,108852,TRUE,Beat Dat Body,54.0,0.854,0.657,9.0,-6.46,1.0,0.0675,0.00195,0.0,0.15,0.283,150.027,4.0
2268,https://open.spotify.com/track/0xYTyyfV767E2Vn3hz56kL,0xYTyyfV767E2Vn3hz56kL,2018,174275,TRUE,Aerolínea Carrill,70.0,0.669,0.561,1.0,-6.613,1.0,0.0318,0.337,0.0,0.198,0.867,114.405,3.0
2269,https://open.spotify.com/track/0Xz3DTcdZI01mjKfNZrsC1,0Xz3DTcdZI01mjKfNZrsC1,2018,157031,FALSE,Mayhem,63.0,0.604,0.964,8.0,-4.713,1.0,0.033,0.00016,0.611,0.858,0.078,127.929,4.0
2270,https://open.spotify.com/track/0xzSpvDboL5Imo8cP1vMXm,0xzSpvDboL5Imo8cP1vMXm,2014,245253,FALSE,Xscape,48.0,0.773,0.83,2.0,-3.735,1.0,0.0421,0.0496,2.79e-05,0.246,0.412,110.01,4.0
2271,https://open.spotify.com/track/0y0CMYyM4jnqFd2RVALYYP,0y0CMYyM4jnqFd2RVALYYP,2020,160720,TRUE,Change Ya Life,62.0,0.893,0.635,7.0,-6.731,1.0,0.088,0.0105,1.49e-06,0.107,0.285,100.005,4.0
2272,https://open.spotify.com/track/0Y0TOsE1q11qgbi7c5WZsG,0Y0TOsE1q11qgbi7c5WZsG,2015,197133,TRUE,R.I.C.O. (feat. Drake),70.0,0.727,0.599,1.0,-6.941,1.0,0.327,0.317,0.0,0.219,0.386,167.909,3.0
2273,https://open.spotify.com/track/0Y1MWB026LYxGvhq4EcMiC,0Y1MWB026LYxGvhq4EcMiC,2014,169866,FALSE,Boom Clap,59.0,0.659,0.911,4.0,-2.28,1.0,0.0786,0.154,0.000304,0.191,0.576,91.999,4.0
2274,https://open.spotify.com/track/0y1QJc3SJVPKJ1OvFmFqe6,0y1QJc3SJVPKJ1OvFmFqe6,2016,213706,FALSE,Way down We Go,78.0,0.489,0.505,10.0,-8.022,0.0,0.117,0.579,0.000333,0.104,0.337,163.255,4.0
2276,https://open.spotify.com/track/0y7Ao3CVJsyKFmqdjutiIF,0y7Ao3CVJsyKFmqdjutiIF,2020,158240,TRUE,WUNNA,66.0,0.89,0.455,0.0,-9.0,1.0,0.255,0.0217,0.0058,0.11,0.313,148.009,4.0
2278,https://open.spotify.com/track/0y8Wf6ltWpGCpgqVa21QNX,0y8Wf6ltWpGCpgqVa21QNX,2016,219480,FALSE,After the Afterparty (feat. Lil Yachty),55.0,0.653,0.794,7.0,-3.828,1.0,0.0894,0.121,0.0,0.365,0.645,93.008,4.0
2279,https://open.spotify.com/track/0y9CeR8rJnsTRcV4rZBCtM,0y9CeR8rJnsTRcV4rZBCtM,2018,262500,FALSE,Como Quieres Que Este,57.0,0.693,0.594,2.0,-2.547,1.0,0.0278,0.242,2.14e-06,0.217,0.649,120.062,4.0
2280,https://open.spotify.com/track/0Y9D1Bc4fAkeZnVsGKdij6,0Y9D1Bc4fAkeZnVsGKdij6,2018,251015,TRUE,WANTED U,68.0,0.305,0.715,7.0,-7.54,1.0,0.0554,0.105,0.0495,0.0906,0.29,82.977,4.0
2284,https://open.spotify.com/track/0yAUGrMrWv9EqMXJuyTZ3W,0yAUGrMrWv9EqMXJuyTZ3W,2017,230177,FALSE,Street Rain,65.0,0.126,0.969,2.0,-18.769,1.0,0.0666,0.05,0.915,0.709,0.021,71.22,4.0
2285,https://open.spotify.com/track/0yB4jrSwN0bFtFRDR5vyMj,0yB4jrSwN0bFtFRDR5vyMj,2018,200306,FALSE,Love Shot,73.0,0.689,0.678,5.0,-4.287,0.0,0.119,0.0702,0.0,0.0889,0.335,145.883,4.0
2287,https://open.spotify.com/track/0yb9DKhu0xA0h0qvKOHVwu,0yb9DKhu0xA0h0qvKOHVwu,2020,279691,FALSE,Post Humorous,62.0,0.639,0.843,2.0,-4.826,1.0,0.03,0.00777,3.2e-05,0.0791,0.777,119.957,4.0
2289,https://open.spotify.com/track/0YbXuCsQwrsh5x0hgnED6z,0YbXuCsQwrsh5x0hgnED6z,2020,414819,TRUE,Antes y Despué,69.0,0.732,0.634,1.0,-5.587,1.0,0.36,0.171,0.0,0.204,0.533,173.886,4.0
2290,https://open.spotify.com/track/0ycIrEpkyb4lrqE7M1emju,0ycIrEpkyb4lrqE7M1emju,2020,171173,TRUE,Inhale,67.0,0.498,0.705,9.0,-8.088,0.0,0.392,0.321,0.000441,0.414,0.571,156.519,4.0
2292,https://open.spotify.com/track/0Yeh2VJCsxSgbftSGTiUbN,0Yeh2VJCsxSgbftSGTiUbN,2020,165333,FALSE,"Holidays (feat. Earth, Wind & Fire)",72.0,0.7,0.884,2.0,-3.988,0.0,0.177,0.00841,0.0,0.101,0.852,131.977,4.0
2293,https://open.spotify.com/track/0yeOBIkI3whpk4n223Lpuo,0yeOBIkI3whpk4n223Lpuo,2020,184066,FALSE,This Is How U Feel,62.0,0.781,0.668,8.0,-8.36,1.0,0.0645,0.149,4.67e-06,0.152,0.754,103.024,4.0
2294,https://open.spotify.com/track/0YEsfwQpG7ofdIiHWA0dHi,0YEsfwQpG7ofdIiHWA0dHi,2014,213746,FALSE,All I Ever Need,71.0,0.708,0.647,11.0,-6.128,1.0,0.0298,0.117,0.0,0.111,0.654,129.95,4.0
2295,https://open.spotify.com/track/0YeZCdHQDDV8DEA9oXwi6K,0YeZCdHQDDV8DEA9oXwi6K,2016,234461,TRUE,The Old Days (feat. Justin Adams),58.0,0.625,0.538,0.0,-9.805,1.0,0.0317,0.00819,0.0,0.361,0.222,130.07,4.0
2296,https://open.spotify.com/track/0yfNXxlyXdmP0ue1iJijx1,0yfNXxlyXdmP0ue1iJijx1,1993,256519,FALSE,Come Undone,68.0,0.542,0.793,8.0,-8.203,1.0,0.053,0.0423,3.95e-06,0.0814,0.708,173.931,4.0
2297,https://open.spotify.com/track/0yFvWTLs3iIwDbc91noXGT,0yFvWTLs3iIwDbc91noXGT,2019,226845,FALSE,GRoCERIES,62.0,0.906,0.596,0.0,-5.88,0.0,0.243,0.0578,0.0,0.109,0.701,144.038,4.0
2299,https://open.spotify.com/track/0YfwVbEYw31UiVCllyoTaG,0YfwVbEYw31UiVCllyoTaG,2016,214573,FALSE,Guilty,56.0,0.618,0.714,5.0,-6.533,0.0,0.075,0.209,0.000569,0.0699,0.676,90.792,4.0
2300,https://open.spotify.com/track/0YGQ3hZcRLC5YX7o0hdmHg,0YGQ3hZcRLC5YX7o0hdmHg,2003,208573,FALSE,Naughty Girl,62.0,0.588,0.461,6.0,-8.686,0.0,0.161,0.237,1.54e-05,0.0913,0.659,200.053,4.0
2301,https://open.spotify.com/track/0YHbKVzzxk7bUpfdr9VQY3,0YHbKVzzxk7bUpfdr9VQY3,2014,163760,TRUE,Your Graduation,62.0,0.395,0.902,8.0,-5.808,0.0,0.176,0.001,0.0,0.327,0.632,184.737,4.0
2302,https://open.spotify.com/track/0yHConG49418wPs8UfAt44,0yHConG49418wPs8UfAt44,2003,295773,TRUE,Into You (feat. Tamia),68.0,0.546,0.538,7.0,-7.886,0.0,0.0523,0.233,0.0,0.118,0.58,182.12,4.0
2304,https://open.spotify.com/track/0YHUAjtMrO7zIFfdgSWELR,0YHUAjtMrO7zIFfdgSWELR,2013,249543,FALSE,Miles Away (Acoustic) [feat. Kellin Quinn],52.0,0.563,0.566,6.0,-4.868,0.0,0.032,0.611,0.0,0.0838,0.404,118.003,4.0
2307,https://open.spotify.com/track/0Yi9DtLGFiZ62OMHOo2qIm,0Yi9DtLGFiZ62OMHOo2qIm,2020,150151,TRUE,1WayTicket,45.0,0.783,0.796,6.0,-8.76,1.0,0.0461,0.7,0.353,0.0751,0.553,130.001,4.0
2308,https://open.spotify.com/track/0YImOCkIJ2PWhCXaURCZnY,0YImOCkIJ2PWhCXaURCZnY,2002,324306,TRUE,I Know What You Want (feat. Flipmode Squad),68.0,0.648,0.759,6.0,-4.315,1.0,0.306,0.0142,0.0,0.648,0.518,85.996,4.0
2312,https://open.spotify.com/track/0Yp3wCUpjrG7NWWPDpmQXm,0Yp3wCUpjrG7NWWPDpmQXm,2014,216520,TRUE,Paranoid (feat. B.o.B),60.0,0.858,0.398,1.0,-11.306,1.0,0.0598,0.00888,0.0,0.112,0.258,97.476,4.0
2316,https://open.spotify.com/track/0YPuRrM2NwzdtuShUKkts6,0YPuRrM2NwzdtuShUKkts6,2018,215998,FALSE,G.O.A.T.,62.0,0.66,0.76,11.0,-5.488,0.0,0.0332,0.000601,0.312,0.0949,0.359,107.028,4.0
2318,https://open.spotify.com/track/0yqbODoDTXfE3hIkX8Gvcm,0yqbODoDTXfE3hIkX8Gvcm,2020,148164,TRUE,Knicks,56.0,0.817,0.571,6.0,-8.797,0.0,0.168,0.017,0.000307,0.241,0.621,159.982,4.0
2320,https://open.spotify.com/track/0yS8P7DFNEBYQ5yHadM5z0,0yS8P7DFNEBYQ5yHadM5z0,2018,227887,FALSE,"Oh Holy Night - Recorded at Metropolis Studios, London",74.0,0.324,0.197,8.0,-10.191,1.0,0.0337,0.801,0.0,0.115,0.338,178.893,3.0
2321,https://open.spotify.com/track/0ySCYRXVugL9xDBecGc0jr,0ySCYRXVugL9xDBecGc0jr,1994,202106,TRUE,It Ain't Hard to Tell,50.0,0.69,0.729,11.0,-5.819,0.0,0.221,1.7e-05,0.0431,0.152,0.357,91.376,4.0
2322,https://open.spotify.com/track/0YsGRIwfg6BptPW5fctS7P,0YsGRIwfg6BptPW5fctS7P,2020,178730,TRUE,Be Alright,61.0,0.515,0.745,0.0,-6.394,1.0,0.0646,0.0722,0.0,0.4,0.641,81.873,4.0
2323,https://open.spotify.com/track/0YSTRuZ7elW9CEBfZJW5Js,0YSTRuZ7elW9CEBfZJW5Js,2016,247600,TRUE,Hard For,66.0,0.716,0.485,8.0,-8.241,1.0,0.237,0.0401,0.0,0.277,0.556,148.141,4.0
2324,https://open.spotify.com/track/0yTJtxZJ5VLfBEHhiNUNeY,0yTJtxZJ5VLfBEHhiNUNeY,2016,197426,FALSE,Silvertongue,65.0,0.673,0.789,0.0,-4.288,1.0,0.0408,0.00975,0.0,0.752,0.841,100.043,4.0
2326,https://open.spotify.com/track/0ytvsZOerGzUWfHXVT2Sgy,0ytvsZOerGzUWfHXVT2Sgy,2017,205766,FALSE,Eternal Youth,76.0,0.655,0.487,6.0,-7.988,1.0,0.033,0.0347,0.897,0.271,0.0454,139.914,4.0
2327,https://open.spotify.com/track/0YU17F0BlVXvmx5ytsR43w,0YU17F0BlVXvmx5ytsR43w,2019,154226,FALSE,Monster,76.0,0.83,0.794,8.0,-6.279,0.0,0.432,0.0253,0.0248,0.106,0.607,128.16,4.0
2329,https://open.spotify.com/track/0YupMLYOYz6lZDbN3kRt7A,0YupMLYOYz6lZDbN3kRt7A,2020,219720,FALSE,I'll Be Home,75.0,0.557,0.366,2.0,-7.744,1.0,0.0255,0.271,9.16e-06,0.104,0.304,84.829,4.0
2331,https://open.spotify.com/track/0YVdTI4w1BEqSjGNXcRjX1,0YVdTI4w1BEqSjGNXcRjX1,2018,201832,FALSE,REDNECKER,66.0,0.538,0.751,7.0,-5.472,1.0,0.0343,0.0506,9.52e-05,0.1,0.51,143.964,4.0
2332,https://open.spotify.com/track/0YveezON7jpiaHA8fnUHxN,0YveezON7jpiaHA8fnUHxN,1971,510573,FALSE,Roundabout - 2003 Remaster,65.0,0.41,0.761,4.0,-9.453,0.0,0.0687,0.0682,0.0077,0.0758,0.391,132.889,4.0
2333,https://open.spotify.com/track/0YVNm3c5VIuBABWTtVjxJB,0YVNm3c5VIuBABWTtVjxJB,2020,175873,FALSE,"Baby, I'm Jealous (feat. Doja Cat)",47.0,0.737,0.867,11.0,-2.259,0.0,0.0458,0.0398,0.0,0.32,0.506,98.05,4.0
2335,https://open.spotify.com/track/0YWUHZPJVg4iujddsJDwhM,0YWUHZPJVg4iujddsJDwhM,2000,255400,FALSE,My Only Wish (This Year),80.0,0.669,0.843,0.0,-3.766,1.0,0.0268,0.169,0.0,0.195,0.702,147.08,4.0
2336,https://open.spotify.com/track/0yx82WHSiVRekLwqfxQkvJ,0yx82WHSiVRekLwqfxQkvJ,2020,187492,FALSE,"Cuando Amanezca (feat. Danny Ocean, Justin Quiles, Feid)",64.0,0.695,0.805,7.0,-5.146,1.0,0.0861,0.0679,0.0,0.0687,0.568,84.021,4.0
2337,https://open.spotify.com/track/0YX8akoiigedOhR0YNEThn,0YX8akoiigedOhR0YNEThn,2020,481493,FALSE,"Piano Quartet No. 1 in E-Flat Major, WoO 36: I. Adagio assai",8.0,0.294,0.1,10.0,-23.573,1.0,0.0354,0.937,0.401,0.137,0.124,119.254,4.0
2338,https://open.spotify.com/track/0YxrPdW9NpNFtqh7Fw0rva,0YxrPdW9NpNFtqh7Fw0rva,2019,470880,FALSE,Raise a Hallelujah (Live),65.0,0.452,0.866,1.0,-4.431,1.0,0.04,0.0041,0.0,0.134,0.291,81.972,4.0
2340,https://open.spotify.com/track/0yy8QwH9OOgeF3CBeUDguR,0yy8QwH9OOgeF3CBeUDguR,2018,225906,FALSE,ODD FUTURE,63.0,0.694,0.795,0.0,-4.649,0.0,0.0924,0.015,0.0,0.114,0.556,128.036,4.0
2341,https://open.spotify.com/track/0YYNIGKgAk34vZkV2NySie,0YYNIGKgAk34vZkV2NySie,2020,178834,TRUE,THICK,76.0,0.87,0.752,4.0,-6.615,1.0,0.372,0.0352,1.1e-06,0.269,0.591,145.118,4.0
2342,https://open.spotify.com/track/0yyZN5ASdrYu0XYWFzfxUu,0yyZN5ASdrYu0XYWFzfxUu,2017,183573,FALSE,3 A.M.,69.0,0.702,0.84,0.0,-3.547,1.0,0.0879,0.0112,0.0,0.119,0.624,101.99,4.0
2343,https://open.spotify.com/track/0yz2J4wsXFCjMjpJ6A74yV,0yz2J4wsXFCjMjpJ6A74yV,2014,213200,FALSE,Fine China,61.0,0.654,0.731,10.0,-4.767,0.0,0.0568,0.0419,0.0,0.122,0.59,104.002,4.0
2344,https://open.spotify.com/track/0YZEYxd1oiqZRFhnnmTKKi,0YZEYxd1oiqZRFhnnmTKKi,2019,205394,FALSE,Another Life,70.0,0.39,0.939,4.0,-3.828,0.0,0.0787,5.08e-05,0.0,0.0968,0.495,161.997,4.0
2345,https://open.spotify.com/track/0yZr392E0qkMr7GGNjLBAb,0yZr392E0qkMr7GGNjLBAb,2020,162600,FALSE,THE BADDEST,70.0,0.676,0.857,10.0,-4.367,0.0,0.0437,0.0213,0.0,0.254,0.715,149.975,4.0
2349,https://open.spotify.com/track/0Z26mbSHJ1dkUu7g9DDgif,0Z26mbSHJ1dkUu7g9DDgif,2019,171986,FALSE,Trigger,72.0,0.57,0.585,8.0,-7.041,1.0,0.251,0.128,0.000105,0.111,0.378,97.285,4.0
2355,https://open.spotify.com/track/0Z57YWES04xGh3AImDz6Qr,0Z57YWES04xGh3AImDz6Qr,2016,189293,FALSE,Real Love Baby,67.0,0.417,0.686,7.0,-6.484,1.0,0.0373,0.0955,0.0287,0.0989,0.625,204.113,4.0
2357,https://open.spotify.com/track/0z5V1vTA1R3M3FPCimYphr,0z5V1vTA1R3M3FPCimYphr,2020,137437,TRUE,Lights On,63.0,0.476,0.478,9.0,-3.495,0.0,0.134,0.694,0.0364,0.254,0.562,139.783,4.0
2360,https://open.spotify.com/track/0Z6BUG4zbQ975ilznlZCHe,0Z6BUG4zbQ975ilznlZCHe,2020,114573,FALSE,Jeffry Meadow Ady,49.0,0.708,0.0237,7.0,-26.674,0.0,0.0403,0.987,0.927,0.129,0.139,80.027,4.0
2365,https://open.spotify.com/track/0z9dPcBhJvqO06QMaKelUE,0z9dPcBhJvqO06QMaKelUE,2018,237026,FALSE,Drunk on Halloween,63.0,0.631,0.634,6.0,-4.456,1.0,0.0247,0.231,1.3e-05,0.0924,0.774,100.967,4.0
2368,https://open.spotify.com/track/0ZAbupc7jAQpG9IxojQ3s3,0ZAbupc7jAQpG9IxojQ3s3,2015,229666,FALSE,Cocaine Jesus,66.0,0.822,0.362,2.0,-7.462,1.0,0.0411,0.16,0.0,0.313,0.159,119.903,4.0
2370,https://open.spotify.com/track/0zAxe63ZJGboujUs92LFrm,0zAxe63ZJGboujUs92LFrm,2020,168000,TRUE,Switched Up,56.0,0.666,0.7,6.0,-6.368,1.0,0.135,0.39,0.0,0.143,0.614,160.038,4.0
2374,https://open.spotify.com/track/0ZcBMbrsrn1a8w48BaGNZD,0ZcBMbrsrn1a8w48BaGNZD,2020,192960,FALSE,La Quebradora,10.0,0.548,0.779,7.0,-7.753,0.0,0.032,0.485,2.94e-05,0.0645,0.961,162.179,4.0
2375,https://open.spotify.com/track/0zcRUprLKw7LtndkBurb3S,0zcRUprLKw7LtndkBurb3S,2020,203214,FALSE,Hold On,68.0,0.461,0.542,5.0,-5.202,1.0,0.0457,0.453,4.32e-06,0.146,0.189,120.209,3.0
2379,https://open.spotify.com/track/0ZeGfEAL5Rl4pd5LZBGuEK,0ZeGfEAL5Rl4pd5LZBGuEK,2020,199026,FALSE,Maria,79.0,0.658,0.749,9.0,-2.967,0.0,0.0634,0.238,2.03e-06,0.272,0.442,128.909,4.0
2380,https://open.spotify.com/track/0zePbRMJ9sd7wsZRlbPQua,0zePbRMJ9sd7wsZRlbPQua,2019,204014,FALSE,Hot Rod,75.0,0.707,0.767,7.0,-7.072,1.0,0.0323,0.0279,0.000295,0.169,0.832,139.985,4.0
2382,https://open.spotify.com/track/0zewUY3RSh8yaV7q66Okem,0zewUY3RSh8yaV7q66Okem,2013,189106,FALSE,Vegas Lights,60.0,0.68,0.847,5.0,-5.987,1.0,0.0449,0.000433,0.0,0.331,0.834,123.96,4.0
2385,https://open.spotify.com/track/0ZFBKLOZLIM16RAUb5eomN,0ZFBKLOZLIM16RAUb5eomN,2012,154666,FALSE,Bubblegum Bitch,68.0,0.495,0.856,0.0,-5.123,0.0,0.0311,0.000219,0.0,0.103,0.609,158.024,4.0
2386,https://open.spotify.com/track/0ZFeVCKCMCXUQ1TKVd2azW,0ZFeVCKCMCXUQ1TKVd2azW,2019,212636,FALSE,The Sound of Silence,66.0,0.439,0.43,9.0,-7.432,1.0,0.0273,0.16,0.0,0.368,0.26,90.99,4.0
2388,https://open.spotify.com/track/0Zg0GV2JUZuljqWdWf5l1s,0Zg0GV2JUZuljqWdWf5l1s,2020,180128,FALSE,Quarantine,54.0,0.48,0.667,2.0,-5.987,1.0,0.0706,0.164,0.0,0.376,0.328,204.991,4.0
2391,https://open.spotify.com/track/0Zgcv1wy4bRWpfsM27uPGK,0Zgcv1wy4bRWpfsM27uPGK,2019,153750,TRUE,Dark & Handsome,59.0,0.584,0.389,11.0,-12.315,1.0,0.154,0.689,0.0,0.319,0.288,79.976,4.0
2393,https://open.spotify.com/track/0Zh3tKIphLOvQux4dA6PFZ,0Zh3tKIphLOvQux4dA6PFZ,2006,279026,TRUE,Mama,68.0,0.236,0.799,4.0,-5.167,0.0,0.0939,0.0136,0.0,0.0948,0.303,208.951,4.0
2394,https://open.spotify.com/track/0ZHTPz5fqG9mAqqdMPCaQ6,0ZHTPz5fqG9mAqqdMPCaQ6,2020,291998,FALSE,Heavy Rain & Gentle Thunder,67.0,0.123,0.766,4.0,-20.62,1.0,0.0682,0.0111,0.925,0.46,0.00413,98.164,4.0
2396,https://open.spotify.com/track/0zhzkkSXFj60Y5fzb2j9hU,0zhzkkSXFj60Y5fzb2j9hU,2012,238000,FALSE,King,64.0,0.693,0.205,4.0,-9.403,1.0,0.0276,0.901,0.0,0.103,0.236,82.44,4.0
2399,https://open.spotify.com/track/0ZjmrnH5Uh4WD1L29NTcUs,0ZjmrnH5Uh4WD1L29NTcUs,2020,221480,FALSE,Just Sing,56.0,0.747,0.612,9.0,-5.658,1.0,0.0819,0.101,0.0,0.459,0.783,106.114,4.0
2400,https://open.spotify.com/track/0zK0C1rgdcZTVHtUCh2FPW,0zK0C1rgdcZTVHtUCh2FPW,2019,224293,FALSE,Reasons,64.0,0.446,0.851,6.0,-4.74,1.0,0.0416,0.056,1.91e-05,0.264,0.666,84.928,4.0
2401,https://open.spotify.com/track/0ZK8TGOsngrstVPsnrHbK1,0ZK8TGOsngrstVPsnrHbK1,2018,287080,FALSE,Peach Pit,67.0,0.515,0.804,6.0,-5.345,0.0,0.0398,0.00322,0.00229,0.149,0.298,123.969,4.0
2403,https://open.spotify.com/track/0zlAldUsqJfEmyE0d7SHiD,0zlAldUsqJfEmyE0d7SHiD,2018,230270,FALSE,Que Duro Es Llorar Asi,49.0,0.603,0.773,4.0,-6.168,1.0,0.34,0.33,0.000338,0.244,0.579,199.864,3.0
2406,https://open.spotify.com/track/0zMAvsQmaQ4DGsmXtKixpn,0zMAvsQmaQ4DGsmXtKixpn,2008,262173,FALSE,Burning Pile,69.0,0.516,0.755,5.0,-3.724,1.0,0.0383,0.0633,0.00103,0.107,0.165,140.099,4.0
2407,https://open.spotify.com/track/0ZMOWXDlnlkMGTn4H0u24u,0ZMOWXDlnlkMGTn4H0u24u,2018,389760,FALSE,Turn Your Eyes Upon Jesus,56.0,0.617,0.41,9.0,-7.428,1.0,0.0311,0.756,0.00736,0.124,0.263,78.022,4.0
2408,https://open.spotify.com/track/0zMzyHAeMvwq5CRstru1Fp,0zMzyHAeMvwq5CRstru1Fp,2017,276066,FALSE,Lost Boy,70.0,0.586,0.128,7.0,-9.297,1.0,0.0496,0.963,0.0,0.0858,0.371,123.498,4.0
2409,https://open.spotify.com/track/0Zn0jtLj2ehkIPxlCoO65O,0Zn0jtLj2ehkIPxlCoO65O,2020,214256,FALSE,Severed Head (feat. Goldlink and Unknown Mortal Orchestra),60.0,0.74,0.674,9.0,-10.068,0.0,0.0445,0.298,0.342,0.0698,0.472,120.008,4.0
2410,https://open.spotify.com/track/0znCw9dSfsrBGUtxAzd9kD,0znCw9dSfsrBGUtxAzd9kD,2018,181709,TRUE,5 shots,72.0,0.918,0.449,1.0,-5.702,1.0,0.0605,0.124,0.0,0.0595,0.481,91.978,4.0
2411,https://open.spotify.com/track/0Znk5xM5SP0XJmD7faa4kg,0Znk5xM5SP0XJmD7faa4kg,2020,128006,FALSE,Paper Cut,46.0,0.671,0.168,4.0,-15.87,1.0,0.0307,0.66,0.907,0.111,0.106,90.043,4.0
2415,https://open.spotify.com/track/0ZP3E9L1I0C6rmD0CAKqDc,0ZP3E9L1I0C6rmD0CAKqDc,2018,198807,FALSE,Silly Girl,66.0,0.479,0.0436,0.0,-22.849,1.0,0.0639,0.944,9.42e-05,0.126,0.133,79.141,1.0
2417,https://open.spotify.com/track/0ZPfoFzZ4qmdyzYmG8whmn,0ZPfoFzZ4qmdyzYmG8whmn,2020,162442,FALSE,Greenlights,56.0,0.548,0.835,1.0,-5.094,1.0,0.0394,0.00874,0.000653,0.238,0.385,160.022,4.0
2419,https://open.spotify.com/track/0zPq1NlPL0bbetXBkaszWz,0zPq1NlPL0bbetXBkaszWz,2020,215828,FALSE,Estas Que Te Pelas - Live,54.0,0.588,0.634,0.0,-6.32,1.0,0.0369,0.25,1.15e-05,0.0416,0.84,151.4,3.0
2420,https://open.spotify.com/track/0ZqhB08GsFc4xfV07AsXzE,0ZqhB08GsFc4xfV07AsXzE,2020,219760,FALSE,Tanto,75.0,0.76,0.772,11.0,-4.529,1.0,0.059,0.42,4.89e-06,0.111,0.604,143.942,4.0
2424,https://open.spotify.com/track/0ZRrJTPXDToRJ2iLo9oLrW,0ZRrJTPXDToRJ2iLo9oLrW,2006,202133,FALSE,When The Sun Goes Down,62.0,0.348,0.875,11.0,-4.758,0.0,0.199,0.0341,0.0,0.117,0.407,169.152,4.0
2425,https://open.spotify.com/track/0ZSD3oSjoj87whN7FI54Kc,0ZSD3oSjoj87whN7FI54Kc,2020,160104,FALSE,Mists,68.0,0.329,0.312,1.0,-20.486,1.0,0.0596,0.0692,0.773,0.0625,0.508,83.887,4.0
2426,https://open.spotify.com/track/0zSImsfpon8yPLkF6S6nJF,0zSImsfpon8yPLkF6S6nJF,2017,182851,FALSE,Fire Up,60.0,0.607,0.524,7.0,-8.084,0.0,0.0315,0.597,0.0,0.091,0.615,109.819,3.0
2427,https://open.spotify.com/track/0zt63ax657KhO8JRDxkBZQ,0zt63ax657KhO8JRDxkBZQ,2020,106706,FALSE,Represent,58.0,0.779,0.633,10.0,-5.379,0.0,0.0295,0.975,0.00462,0.111,0.0899,89.939,4.0
2428,https://open.spotify.com/track/0zTzQDX2J8YTZVp8d0Ys59,0zTzQDX2J8YTZVp8d0Ys59,2020,180000,FALSE,Unlove,55.0,0.627,0.445,9.0,-12.324,1.0,0.0497,0.353,1.15e-06,0.287,0.423,154.021,4.0
2430,https://open.spotify.com/track/0ZUo4YjG4saFnEJhdWp9Bt,0ZUo4YjG4saFnEJhdWp9Bt,2005,199946,FALSE,Before He Cheats,74.0,0.519,0.749,6.0,-3.318,0.0,0.0405,0.271,0.0,0.119,0.29,147.905,4.0
2431,https://open.spotify.com/track/0zVMzJ37VQNFUNvdxxat2E,0zVMzJ37VQNFUNvdxxat2E,2014,234413,TRUE,Flawless Remix (feat. Nicki Minaj),67.0,0.639,0.659,8.0,-7.273,1.0,0.215,0.241,8.33e-06,0.484,0.457,136.801,4.0
2432,https://open.spotify.com/track/0zWbYGQq5O1KQd0iqzgjP6,0zWbYGQq5O1KQd0iqzgjP6,2020,180303,TRUE,Rehab (Winter In Paris),74.0,0.549,0.242,5.0,-11.692,1.0,0.038,0.809,8.1e-05,0.127,0.286,144.211,4.0
2435,https://open.spotify.com/track/0ZxFFIJg3TzEoVcuj08rA2,0ZxFFIJg3TzEoVcuj08rA2,2019,144642,FALSE,Estos Tragos Van Por Ti,64.0,0.688,0.515,7.0,-4.913,1.0,0.0284,0.704,1.52e-05,0.0968,0.878,140.106,3.0
2436,https://open.spotify.com/track/0zycJ5wiUlx2aP3MySQv0S,0zycJ5wiUlx2aP3MySQv0S,2018,170293,TRUE,Our Time,54.0,0.758,0.675,7.0,-6.49,0.0,0.0845,0.0746,1.32e-06,0.167,0.491,148.093,4.0
